id,name,source,page,rarity,type,attunement,damage,properties,mastery,weight,value,text
#0884,Departed Helm,TGS3,0,rare,Wondrous Item,requires attunement,,,,,,"You have resistance to necrotic damage while wearing this helmet. Skeletons and creatures with a challenge rating of 5 or lower with ""skeleton"" or ""skeletal"" in the name are also indifferent toward you while you wear it. Such a creature won't attack you unless you threaten or harm them, or unless they're commanded to do so by a creature controlling them. In addition, you can also use an action to determine how long ago a corpse or creature you're touching died or was turned into an undead.When determining the time of death or turning to undeath of a corpse or creature, the accuracy depends on the recency of the event. If the event happened within the last 24 hours, you know the exact minute when it occurred. Otherwise, you know only the hour (within 7 days), day (within 30 days), week (within 6 months), month (within 1 year), year (within 10 years), decade (within 100 years), or century for any time longer."
#0885,Desert Clothing,FRHoF,132,none,Adventuring Gear,,,,,4,10,"When you are wearing Desert Clothing and not wearing Medium or Heavy armor, you automatically succeed on saving throws against the effects of extreme heat."
#0886,Detective's Monocle,TGS3,0,rare,Wondrous Item,requires attunement,,,,,,"While wearing this monocle, you have advantage on any Intelligence (Investigation) check you make. In addition, you can use an action to twist the monocle's lens to view the area around you as it was at a time within the last 24 hours. When you do, you must specify either an exact time or time relative to the present, such as ""At three o'clock"" or ""Three hours ago,"" respectively. You then see the area within 30 feet of you as it appeared at the chosen time, including any objects or creatures that were there at that time. The area does not move with you. Any creature that appears within the area as part of this effect, including anything worn or carried by it, is blurry beyond recognition. Furthermore, the area appears in shades of gray, rather than color. You can view the area in this way for as long as you concentrate (as if concentrating on a spell), up to 10 minutes. It ends early if you move outside of the area or if you end the effect (no action required). Once this property of the monocle has been used, it can't be used again until the next dawn."
#0887,Detective's Notebook,TGS2,70,uncommon,Wondrous Item,requires attunement,,,,,,"This worn notebook is filled with pages of scribbled notes, addendums, and sketches—many of which seem to be added by different sources. While holding the book, whenever you make an Intelligence (Investigation) or Wisdom (Insight) check, you gain a +1 bonus to the roll. If you spend at least 10 minutes investigating or interacting with the subject of these checks while writing notes in the book, you make the roll with advantage.In addition, you can use an action to cast the comprehend languages, detect thoughts, or locate object spell from the book (save DC 13). Once the book has been used to cast one of these spells, it shouldn't be used to cast a spell again in this way until the next dawn. Each time it is used again before then, the book has a cumulative 20 percent chance of not working and tearing into useless, nonmagical tatters."
#0888,Devastation Orb,PotA,222,very rare,Wondrous Item,,,,,,,"A devastation orb is an elemental bomb that can be created at the site of an elemental node by performing a ritual with an elemental weapon. The type of orb created depends on the node used. For example, an air node creates a devastation orb of air. The ritual takes 1 hour to complete and requires 2,000 gp worth of special components, which are consumed.A devastation orb measures 12 inches in diameter, weighs 10 pounds, and has a solid outer shell. The orb detonates 1d100 hours after its creation, releasing the elemental energy it contains. The orb gives no outward sign of how much time remains before it will detonate. Spells such as identify and divination can be used to ascertain when the orb will explode. An orb has AC 10, 15 hit points, and immunity to poison and psychic damage. Reducing it to 0 hit points causes it to explode instantly.A special container can be crafted to contain a devastation orb and prevent it from detonating. The container must be inscribed with symbols of the orb's opposing element. For example, a case inscribed with earth symbols can be used to contain a devastation orb of air and keep it from detonating. While in the container, the orb thrums. If it is removed from the container after the time when it was supposed to detonate, it explodes 1d6 rounds later, unless it is returned to the container.Regardless of the type of orb, its effect is contained within a sphere with a 1 mile radius. The orb is the sphere's point of origin. The orb is destroyed after one use.Multiple variations of this item exist, as listed below:Devastation Orb of AirDevastation Orb of EarthDevastation Orb of FireDevastation Orb of Water"
#0889,Devastation Orb of Air,PotA,222,very rare,Wondrous Item,,,,,,,"A devastation orb is an elemental bomb that can be created at the site of an elemental node by performing a ritual with an elemental weapon. The type of orb created depends on the node used. For example, an air node creates a devastation orb of air. The ritual takes 1 hour to complete and requires 2,000 gp worth of special components, which are consumed.A devastation orb measures 12 inches in diameter, weighs 10 pounds, and has a solid outer shell. The orb detonates 1d100 hours after its creation, releasing the elemental energy it contains. The orb gives no outward sign of how much time remains before it will detonate. Spells such as identify and divination can be used to ascertain when the orb will explode. An orb has AC 10, 15 hit points, and immunity to poison and psychic damage. Reducing it to 0 hit points causes it to explode instantly.A special container can be crafted to contain a devastation orb and prevent it from detonating. The container must be inscribed with symbols of the orb's opposing element. For example, a case inscribed with earth symbols can be used to contain a devastation orb of air and keep it from detonating. While in the container, the orb thrums. If it is removed from the container after the time when it was supposed to detonate, it explodes 1d6 rounds later, unless it is returned to the container.Regardless of the type of orb, its effect is contained within a sphere with a 1 mile radius. The orb is the sphere's point of origin. The orb is destroyed after one use. Air Orb. When this orb detonates, it creates a powerful windstorm that lasts for 1 hour. Whenever a creature ends its turn exposed to the wind, the creature must succeed on a DC 18 Constitution saving throw or take 1d4 bludgeoning damage, as the wind and debris batter it. The wind is strong enough to uproot weak trees and destroy light structures after at least 10 minutes of exposure. Otherwise, the rules for strong wind apply, as detailed in chapter 5 of the Dungeon Master's Guide."
#0890,Devastation Orb of Earth,PotA,222,very rare,Wondrous Item,,,,,,,"A devastation orb is an elemental bomb that can be created at the site of an elemental node by performing a ritual with an elemental weapon. The type of orb created depends on the node used. For example, an air node creates a devastation orb of air. The ritual takes 1 hour to complete and requires 2,000 gp worth of special components, which are consumed.A devastation orb measures 12 inches in diameter, weighs 10 pounds, and has a solid outer shell. The orb detonates 1d100 hours after its creation, releasing the elemental energy it contains. The orb gives no outward sign of how much time remains before it will detonate. Spells such as identify and divination can be used to ascertain when the orb will explode. An orb has AC 10, 15 hit points, and immunity to poison and psychic damage. Reducing it to 0 hit points causes it to explode instantly.A special container can be crafted to contain a devastation orb and prevent it from detonating. The container must be inscribed with symbols of the orb's opposing element. For example, a case inscribed with earth symbols can be used to contain a devastation orb of air and keep it from detonating. While in the container, the orb thrums. If it is removed from the container after the time when it was supposed to detonate, it explodes 1d6 rounds later, unless it is returned to the container.Regardless of the type of orb, its effect is contained within a sphere with a 1 mile radius. The orb is the sphere's point of origin. The orb is destroyed after one use. Earth Orb. When this orb detonates, it subjects the area to the effects of the earthquake spell for 1 minute (spell save DC 18). For the purpose of the spell's effects, the spell is cast on the turn that the orb explodes."
#0891,Devastation Orb of Fire,PotA,222,very rare,Wondrous Item,,,,,,,"A devastation orb is an elemental bomb that can be created at the site of an elemental node by performing a ritual with an elemental weapon. The type of orb created depends on the node used. For example, an air node creates a devastation orb of air. The ritual takes 1 hour to complete and requires 2,000 gp worth of special components, which are consumed.A devastation orb measures 12 inches in diameter, weighs 10 pounds, and has a solid outer shell. The orb detonates 1d100 hours after its creation, releasing the elemental energy it contains. The orb gives no outward sign of how much time remains before it will detonate. Spells such as identify and divination can be used to ascertain when the orb will explode. An orb has AC 10, 15 hit points, and immunity to poison and psychic damage. Reducing it to 0 hit points causes it to explode instantly.A special container can be crafted to contain a devastation orb and prevent it from detonating. The container must be inscribed with symbols of the orb's opposing element. For example, a case inscribed with earth symbols can be used to contain a devastation orb of air and keep it from detonating. While in the container, the orb thrums. If it is removed from the container after the time when it was supposed to detonate, it explodes 1d6 rounds later, unless it is returned to the container.Regardless of the type of orb, its effect is contained within a sphere with a 1 mile radius. The orb is the sphere's point of origin. The orb is destroyed after one use. Fire Orb. When this orb detonates, it creates a dry heat wave that lasts for 24 hours. Within the area of effect, the rules for extreme heat apply, as detailed in chapter 5 of the Dungeon Master's Guide. At the end of each hour, there is a ten percent chance that the heat wave starts a wildfire in a random location within the area of effect. The wildfire covers a 10-foot-square area initially but expands to fill another 10-foot square each round until the fire is extinguished or burns itself out. A creature that comes within 10 feet of a wildfire for the first time on a turn or starts its turn there takes 3d6 fire damage."
#0892,Devastation Orb of Water,PotA,222,very rare,Wondrous Item,,,,,,,"A devastation orb is an elemental bomb that can be created at the site of an elemental node by performing a ritual with an elemental weapon. The type of orb created depends on the node used. For example, an air node creates a devastation orb of air. The ritual takes 1 hour to complete and requires 2,000 gp worth of special components, which are consumed.A devastation orb measures 12 inches in diameter, weighs 10 pounds, and has a solid outer shell. The orb detonates 1d100 hours after its creation, releasing the elemental energy it contains. The orb gives no outward sign of how much time remains before it will detonate. Spells such as identify and divination can be used to ascertain when the orb will explode. An orb has AC 10, 15 hit points, and immunity to poison and psychic damage. Reducing it to 0 hit points causes it to explode instantly.A special container can be crafted to contain a devastation orb and prevent it from detonating. The container must be inscribed with symbols of the orb's opposing element. For example, a case inscribed with earth symbols can be used to contain a devastation orb of air and keep it from detonating. While in the container, the orb thrums. If it is removed from the container after the time when it was supposed to detonate, it explodes 1d6 rounds later, unless it is returned to the container.Regardless of the type of orb, its effect is contained within a sphere with a 1 mile radius. The orb is the sphere's point of origin. The orb is destroyed after one use. Water Orb. When this orb detonates, it creates a torrential rainstorm that lasts for 24 hours. Within the area of effect, the rules for heavy precipitation apply, as detailed in chapter 5 of the Dungeon Master's Guide. If there is a substantial body of water in the area, it floods after 2d10 hours of heavy rain, rising 10 feet above its banks and inundating the surrounding area. The flood advances at a rate of 100 feet per round, moving away from the body of water where it began until it reaches the edge of the area of effect: at that point, the water flows downhill (and possibly recedes back to its origin). Light structures collapse and wash away. Any Large or smaller creature caught in the flood's path is swept away. The flooding destroys crops and might trigger mudslides, depending on the terrain."
#0893,Devil Mask,FRHoF,132,none,Adventuring Gear,,,,,,25,"While you are wearing a Devil Mask, other creatures have Disadvantage on Intelligence (Investigation) and Wisdom (Insight) checks made to discern your true identity or intentions."
#0894,Devil's Detail Eyepatch,TGS1,52,uncommon,Wondrous Item,,,,,,,"This well-worn leather eyepatch is enchanted with the illusion of an embroidered eye on the front. While wearing this eyepatch over an eye, whether you're missing one or not, you can magically see from the patch as if it were a working eye. The embroidered eye adorning the front of the patch swivels and moves as you look around while wearing it.In addition, while wearing the eyepatch over an eye, you can speak its command word as a bonus action to gain darkvision out to a range of 60 feet for 1 hour. If you already have darkvision, this effect increases its range by 60 feet. While this property is in effect, you can see through magical darkness as if it were nonmagical darkness. Once this property of the eyepatch has been used, it can't be used again until the next dawn."
#0895,Devil's Golden Fiddle,TGS3,0,rare,Wondrous Item,requires attunement,,,,,,"A devil's golden fiddle is a magical trophy among accomplished musicians. Its gilded exterior is marked by embossed, bat-like wings and a carved devil's head. If you're not attuned to the instrument and attempt to play it, you must succeed on a DC 15 Charisma saving throw or take 1d6 psychic damage. Regardless, the fiddle remains silent.While holding it, you can use a bonus action to play a magical note on it that causes the fiddle to float in the air beside you. While floating in this way, the fiddle magically plays a soft but jaunty tune. The fiddle's tune can be used in place of the verbal component for any bard spell, even if it's floating and playing itself. A creature benefiting from see invisibility or with truesight sees a spectral imp playing the fiddle while it floats. Charges. The fiddle has 4 charges for the following properties and regains all expended charges daily at dawn. Spells. If you're holding the fiddle, or if the fiddle is playing on its own, you can use an action to expend some charges to cast either the invisibility (2 charges) or polymorph spell (3 charges, transforming the target into either a rat, raven, or spider; save DC 15) from it. Alternatively, when a creature within 30 feet of you that you can see misses with an attack or fails an ability check, you can use a reaction to expend 1 of the fiddle's charges to cast the vicious mockery cantrip from it (save DC 15) against that creature. The creature has disadvantage on the saving throw. Play Like Hell. When you make a Charisma (Performance) check using the fiddle, you can expend 1 or more of its charges to add 1d6 to the check for each expended charge. If you're a bard, this bonus uses your Bardic Inspiration die instead, but doesn't expend any uses of your Bardic Inspiration feature. Dance of the Devil. This property is only revealed when you lose in a musical competition against another creature. When you do, your attunement to the fiddle ends, and the fiddle immediately becomes attuned to the winning creature, provided that it can be attuned to. The fiddle then immediately begins to play on its own and flies to the side of the attuned creature."
#0896,Devil-Beating Brush,TGS3,0,rare,Wondrous Item,,,,,,,"Many temple murals depicting great gods and deities have been painted by artists wielding devil-beating brushes, which are blessed by divine magic. While the brush is being held, a constant stream of paint coats its pegasus-hair tip. While holding it, you can use a bonus action to change the paint's color. You gain a +5 bonus to any ability check you make with the brush to paint. The paintbrush counts as a set of painter's supplies.You can use an action to paint on a devil. Make a Dexterity or Charisma check using the paintbrush against the devil's AC. On a success, the devil takes 4d6 radiant damage. If you roll a 20 on the ability check, the devil must also succeed on a DC 15 Charisma saving throw or be banished to its home plane of existence, unless it's already there."
#0897,Devlin's Staff of Striking,ToA,141,very rare,"Staff, Weapon, Simple Weapon, Melee Weapon",requires attunement,1d6 Bludgeoning,versatile (1d8),,4,,"This staff can be wielded as a magic quarterstaff that grants a +3 bonus to attack and damage rolls made with it.The staff has 10 charges. When you hit with a melee attack using it, you can expend up to 3 of its charges. For each charge you expend, the target takes an extra 1d6 force damage. The staff regains 1d6 + 4 expended charges daily at dawn. If you expend the last charge, roll a d20. On a 1, the staff becomes a nonmagical quarterstaff.If you attune to this staff, you transform into a goat-humanoid hybrid over the course of 3 days. Tieflings are immune to this curse. Throughout the first day, shaggy fur begins to grow all over your body. After 24 hours, your eyes become goat-like, and stumpy horns sprout from your brow. On the last day, your fingers and toes meld into double digits, and the horns grow to full length. This transformation doesn't prevent you from wielding weapons or casting spells. Remove curse, greater restoration, or any other effect that ends a curse restores your original appearance, but only a wish spell can rid the staff of its power to transform those who attune to it. Versatile. This weapon can be used with one or two hands. A damage value in parentheses appears with the property—the damage when the weapon is used with two hands to make a melee attack."
#0898,Devotee's Censer,TCE,126,rare,"Weapon (Flail), Martial Weapon, Melee Weapon",requires attunement by a cleric or paladin,1d8 Bludgeoning,,,2,,"The rounded head of this flail is perforated with tiny holes, arranged in symbols and patterns. The flail counts as a holy symbol for you. When you hit with an attack using this magic flail, the target takes an extra 1d8 radiant damage.As a bonus action, you can speak the command word to cause the flail to emanate a thin cloud of incense out to 10 feet for 1 minute. At the start of each of your turns, you and any other creatures in the incense each regain 1d4 hit points. This property can't be used again until the next dawn."
#0899,Dice Set,PHB'24,221,none,Gaming Set,,,,,,1,"Ability: WisdomUtilize: Discern whether someone is cheating (DC 10), or win the game (DC 20)If you have proficiency with a tool, add your Proficiency Bonus to any ability check you make that uses the tool. If you have proficiency in a skill that's used with that check, you have Advantage on the check too."
#0900,Dimensional Loop,AI,220,very rare,Wondrous Item,requires attunement,,,,,,"While attuned to this device, you have a +1 bonus to Strength saving throws, and you have darkvision out to a range of 60 feet. If you already have darkvision, its range increases by 30 feet. Dimensional Cloak. As a bonus action, you send your body out of phase with the material world for 1 minute, granting you advantage on Dexterity (Stealth) checks made to hide, and imposing disadvantage on attack rolls against you. Once you use this feature of the dimensional loop, it cannot be used again until the next dawn. Fold Space. Choose a space you can see within 60 feet of you (no action required). You treat that space as if it were within 5 feet of you until the end of your turn. This allows you to move immediately to that space without provoking opportunity attacks, or to interact with objects or creatures in that space as though they were next to you (including allowing you to make melee attacks into that space). Once you use this feature of the dimensional loop, it cannot be used again until the next dawn. Part of a Whole. While this component is not installed in the Orrery of the Wanderer, its magic might function sporadically or with unpredictable side effects, as determined by the DM."
#0901,Dimensional Quiver,TGS3,0,very rare,Wondrous Item,requires attunement,,,,,,"This purple glass quiver is open on both ends and doesn't have a strap. While attuned to it, the quiver floats comfortably within your reach whenever you place it against your body. While attuned to the quiver, you're immune to the banishment spell and similar magic that would transport you to another plane of existence against your will.The quiver also functions as an efficient quiver. The first time you hit a target on each of your turns using a piece of ammunition or a weapon drawn from the quiver, that target takes an extra 1d12 force damage from the attack.In addition, you can use an action to cast either the blink or dimension door spell from the quiver while it's on your person. When you cast blink in this way, you can see up to 60 feet into the Ethereal Plane and can attack targets there as if they were on your current plane of existence for the duration. Once the quiver has been used to cast a spell, it can't be used to cast that spell again until the next dawn."
#0902,Dimensional Shackles,DMG'24,254,rare,Wondrous Item,,,,,,,"You can take a Utilize action to place these shackles on a creature that has the Incapacitated condition. The shackles adjust to fit a creature of Small to Large size. The shackles prevent a creature bound by them from using any method of extradimensional movement, including teleportation or travel to a different plane of existence. They don't prevent the creature from passing through an interdimensional portal.You and any creature you designate when you use the shackles can take a Utilize action to remove them. Once every 30 days, the bound creature can make a DC 30 Strength (Athletics) check. On a successful check, the creature breaks free and destroys the shackles."
#0903,Dimir Guild Signet,GGR,178,uncommon,Ring,requires attunement,,,,,,"This ring, adorned with the symbol of Dimir, allows you to cast disguise self. A guild signet is sometimes awarded to a guild member whose renown score in that guild is 5 or higher, as a reward for performing special services for the guild. Aside from its magical properties, the ring is also an indicator of Dimir's recognition and favor.A signet has 3 charges, and it regains 1d3 expended charges daily at dawn. While wearing it, you can expend 1 charge to cast the associated spell (save DC 13)."
#0904,Dimir Keyrune,GGR,177,very rare,Wondrous Item,requires attunement by a member of the Dimir guild,,,,,,"This keyrune, carved from black stone accented with steel, resembles a stylized horror. On command, it transforms into an intellect devourer that resembles the Dimir guild symbol, with six bladelike legs. The creature exists for up to 24 hours. During that time, it pursues only a single mission you give it—usually an assignment to take over someone's body, either to impersonate that person for a brief time or to extract secrets from their mind. When the mission is complete, the creature returns to you, reports its success, and reverts to its keyrune form.When you use an action to speak the item's command word and place the keyrune on the ground in an unoccupied space within 5 feet of you, the keyrune transforms into a intellect devourer. If there isn't enough space for the creature, the keyrune doesn't transform.The creature is friendly to you, your companions, and other members of your guild (unless those guild members are hostile to you). It understands your languages and obeys your spoken commands. If you issue no commands, the creature takes the Dodge action and moves to avoid danger.At the end of the duration, the creature reverts to its keyrune form. It reverts early if it drops to 0 hit points or if you use an action to speak the command word again while touching it. When the creature reverts to its keyrune form, it can't transform again until 36 hours have passed."
#0905,Diorama Die,TGS3,0,common,Wondrous Item,,,,,,,"This six-sided die is an inch across and unfolds to reveal miniature scenes inside it. You can speak its command word using an action and choose to either roll the die or place it with a number of your choice facing up. If you roll the die, record whether you cast, drop, shake, or spin it when doing so. If the die is rolled in multiple ways, record each one.When the die lands on a number, it opens up to expose a miniature, illusory diorama inside of it. The die either unfolds partially or completely when doing so (your choice). Use the table below to determine the nature of the die's scene, combining any relevant effects to determine the result. You can collect the diorama die (no action required), causing it to close when you do. A new scene is created each time you speak the die's command word and either roll or place the die.d6SceneCastDroppedShakenSpunPlaced1MarshLoud wildlifeHeavy rainfallA hunting partyA whirpoolQuiet and still2LibrarySilenceDisturbed dustStrewen booksToppeled bookshelvesCandelit reading nook3CaveTumbling bouldersDripping waterCaved inShimmering, glowing crystalsEmpty with quiet echos4TavernA singing bardFilthy, wet floorsPatrons dancing and laughingA druken brawlA person drinking alone5ForestSinging birdsLarge wildlifeFalling leaves and rustling windFloating will-o'-wispsA windstill meadow6CastleThrone roomUnder siegeIn ruins or disrepairA gold-strewn royal treasuryA small castle on a hill"
#0906,Diplomat's Pack,PHB'24,225,none,Adventuring Gear,,,,,39,39,"A Diplomat's Pack contains the following items: Chest, Fine Clothes, Ink, 5 Ink Pens, Lamp, 2 Map or Scroll Cases, 4 flasks of Oil, 5 sheets of Paper, 5 sheets of Parchment, Perfume, and Tinderbox."
#0907,Direstone Dwarven Key,TGS2,70,uncommon,"Weapon (Handaxe), Simple Weapon, Melee Weapon",requires attunement by a dwarf,1d6 Slashing,"light, thrown (20/60 ft.)",,2,,"This dwarven handaxe is specially issued to guards of the Direstone mines, treasury, and prisons. You gain a +1 bonus to attack and damage rolls made with this magic weapon. If it hits a stone object, the hit is automatically a critical hit.In addition, you can use an action to speak the handaxe's command word and strike a fixed stone surface with it, such as a wall or ceiling. If the surface is no more than 2 feet thick, it magically pulls apart to form a temporary doorway. The doorway is no more than 5 feet across in any dimension and closes at the end of your next turn, leaving no trace of it behind. The passage creates no instability in a structure surrounding it. When the opening disappears, any creatures or objects still in the doorway created by the handaxe are ejected to an unoccupied space on a random side of the stone surface and take 1d6 bludgeoning damage. Once this property has been used, it can't be used again until 12 hours have passed. Light. A light weapon is small and easy to handle, making it ideal for use when fighting with two weapons. Thrown. If a weapon has the thrown property, you can throw the weapon to make a ranged attack. If the weapon is a melee weapon, you use the same ability modifier for that attack roll and damage roll that you would use for a melee attack with the weapon. For example, if you throw a handaxe, you use your Strength, but if you throw a dagger, you can use either your Strength or your Dexterity, since the dagger has the finesse property."
#0908,Direstone Dwarven Pick,TGS1,52,rare,"Weapon (War Pick), Martial Weapon, Melee Weapon",requires attunement by a dwarf,1d8 Piercing,,,2,,"This old, weathered war pick is able to effortlessly break and mold stone. You gain a +2 bonus to attack and damage rolls made with this magic weapon. Creatures and objects made of stone that are hit by the war pick take an extra 1d8 piercing damage from the attack. In addition, the weapon has 3 charges and regains 1d3 expended charges daily at dawn. As an action, you can expend 1 of its charges to cast the meld into stone or stone shape spell using the weapon."
#0909,Direstone Runic Wand,TGS2,71,rare,Wand,requires attunement by a spellcaster,,,,1,,"A rigid stone wand used by the arcane dwarves of the Direstone mines. The wand has 7 charges. While holding it, you can use an action to expend 1 or more of its charges to trace one of the following runes in the air to invoke its properties (spell save DC 15): Algiz. You can expend 3 charges to grant 1 creature you can see within 10 feet of you resistance to fire damage for 1 hour. Eihwaz. You can expend 2 charges to cast the arcane lock spell. When you use this spell to lock a second object, the spell ends on the first one. Hagalaz. You can expend 2 charges to cast the shatter spell. Kenaz. You can expend 1 charge to cast the burning hands spell, or 2 charges to cast the heat metal spell. Raidho. You can expend 4 charges to cast the stone shape spell. This version of the spell can alter the form of either stone or natural metal (such as iron or silver).Alternatively, you can use the wand to cast the illusory script spell over the course of 1 minute by expending 1 of its charges, but can only use it to write on stone or metal surfaces.The wand regains 1d6 + 1 expended charges daily at dawn. If you expend the wand's last charge, roll a d20. On a 1, the wand crumbles into stone dust. If you are not a dwarf when this happens, you must also succeed on a DC 20 Constitution saving throw or be petrified until freed by the greater restoration spell or similar magic."
#0910,Discordant Blowgun,TGS4,0,rare,"Weapon (Blowgun), Martial Weapon, Ranged Weapon",,1 Piercing,"ammunition (25/100 ft.), loading",,1,,"An inflatable cloth balloon sits at the end of this magic blowgun, from which four exit pipes hang. The weapon doubles as a set of bagpipes; you're proficient with the discordant blowgun if you're also proficient with bagpipes.Whenever you make an attack roll using the blowgun, it releases a cacophonous blast of energy and shrapnel from its various exit pipes, destroying whatever ammunition was used to load it with. The sound is audible out to a range of 300 feet. This blowgun can't be used to attack a specific target. Instead, each creature within 15 feet of the blowgun (other than you) takes 1d6 piercing damage and 1d6 thunder damage from the attack, provided that the attack roll was equal to or greater than its AC. A creature within 5 feet of the blowgun that's hit by the attack is also pushed 5 feet away from it.If you're proficient with blowguns, you can add your Dexterity modifier to the piercing damage dealt by the weapon. If you're proficient with bagpipes, you can add your Charisma modifier to your attack rolls with this weapon, instead of Dexterity, and add your Charisma modifier to the thunder damage dealt by it. Any effect that would increase the amount of damage you deal with a weapon attack you make doesn't apply to the damage dealt with the discordant blowgun, unless the effect only applies to the damage dealt to a specific target. For example, a target affected by a hunter's mark spell you cast would take additional damage from an attack made with the bagpipes, but you wouldn't add extra damage to it as the result of being under the effects of a divine favor spell. Range. A weapon that can be used to make a ranged attack has a range shown in parentheses after the ammunition or thrown property. The range lists two numbers. The first is the weapon's normal range in feet, and the second indicates the weapon's maximum range. When attacking a target beyond normal range, you have disadvantage on the attack roll. You can't attack a target beyond the weapon's long range. Ammunition. You can use a weapon that has the ammunition property to make a ranged attack only if you have ammunition to fire from the weapon. Each time you attack with the weapon, you expend one piece of ammunition. Drawing the ammunition from a quiver, case, or other container is part of the attack. Loading a one-handed weapon requires a free hand. At the end of the battle, you can recover half your expended ammunition by taking a minute to search the battlefield.If you use a weapon that has the ammunition property to make a melee attack, you treat the weapon as an improvised weapon. A sling must be loaded to deal any damage when used in this way. Loading. Because of the time required to load this weapon, you can fire only one piece of ammunition from it when you use an action, bonus action, or reaction to fire it, regardless of the number of attacks you can normally make."
#0911,Discordant Thunderstave,TGS1,52,uncommon,"Staff, Weapon (Quarterstaff), Simple Weapon, Melee Weapon",requires attunement,1d6 Bludgeoning,"finesse, versatile (1d8)",,4,,"This thin, hollow quarterstaff has the finesse property and reverberates when it strikes a target. You gain a +1 bonus to attack and damage rolls made with this magic weapon. When you hit a target with this weapon and roll the maximum amount of bludgeoning damage on the weapon's damage die, the hollow staff shudders and emits a deep, thunderous sound. When that happens, roll the weapon's damage die again and add it to the total damage of the attack. This extra damage is thunder damage. Versatile. This weapon can be used with one or two hands. A damage value in parentheses appears with the property—the damage when the weapon is used with two hands to make a melee attack. Finesse. When making an attack with a finesse weapon, you use your choice of your Strength or Dexterity modifier for the attack and damage rolls. You must use the same modifier for both rolls."
#0912,Disguise Kit,PHB'24,221,none,Tool,,,,,3,25,"Ability: CharismaUtilize: Apply makeup (DC 10)Craft: CostumeIf you have proficiency with a tool, add your Proficiency Bonus to any ability check you make that uses the tool. If you have proficiency in a skill that's used with that check, you have Advantage on the check too."
#0913,Dispelling Stone,EGW,266,very rare,Wondrous Item,,,,,,,"This smooth, rainbow-colored, egg-shaped stone can be thrown up to 30 feet and explodes in a 10-foot-radius sphere of magical energy on impact, destroying the stone. Any active spell of 5th level or lower in the sphere ends."
#0914,Displacement Leathers,TGS3,0,uncommon,Light Armor (Leather Armor),requires attunement,AC 11 + Dex,,,10,,"This armor creates a blurry afterimage of you while you move. When a creature hits you with an opportunity attack while wearing this armor, roll a d20 (no action required). On an 11 or higher, the attack misses and hits a nearby illusion of you instead. On a 10 or lower, the attack hits you. Once this property of the armor has been used for the fourth time, it can't be used again until you finish a long rest."
#0915,Distant Kaleidoscope,TGS4,0,uncommon,Wondrous Item,,,,,1,,"This short brass scope weighs 1 pound. Looking through the scope causes everything to appear extremely colorful. Rotating the barrel of the scope causes a series of twisting visual effects to simultaneously occur and overlap, creating a brilliant display of randomized colors and patterns over top of the viewed scene.When you peer through the lens at a creature that you can see within 60 feet of you, you can speak the kaleidoscope's command word using an action to force that creature to succeed on a DC 13 Wisdom saving throw. On a failed save, the creature is affected by the hypnotic pattern spell. This version of the spell doesn't require concentration, but it ends early if you can no longer see or if you stop looking at the creature through the scope. Once this property of the scope has been used, it can't be used again until the next dawn."
#0916,Divination Key,TGS5,0,uncommon,Wondrous Item,,,,,,,"This key has a jagged crystal ball shard embedded in its end. While the key itself doesn't unlock any doors, it has 3 charges for the following properties, and it regains 1d3 expended charges daily at dawn. Keyhole Clairvoyance. You can use an action to insert the key into a keyhole and speak its first command word, expending 1 of its charges. When you do, you become blind with regard to your own senses, but can see through the other side of the keyhole (if any) as if you were on the other side of the lock. This effect lasts until you remove or let go of the key (no action required), at which point your senses return to you. Lock Scrying. You can use an action to tap the key to a lock and speak its second command word. When you do, a minuscule emblem of an eye appears on the lock where you tap it. If a creature uses its action to examine the lock, the creature can notice the eye with a successful DC 13 Intelligence (Investigation) check. The eye remains for 7 days, until it's dispelled, or until you use this property on a different lock. While the eye remains, the divination key magically vibrates whenever a key or lockpick is used on the lock. Furthermore, while the eye remains on the lock, you can use an action to touch the key to your forehead and expend 1 of its charges. When you do, you become blind and deaf with regard to your own senses, and you can see and hear as if you were in the lock's space, looking outward from the lock on the side that bears the eye. At the end of your next turn, this effect ends and your senses return to normal unless you expend an additional charge to extend the effect for another round."
#0917,Diviner's Dice,TGS2,71,rare,Wondrous Item,requires attunement,,,,,,"This set of three six-sided crystal dice is weakly connected to the tides of fate. You can roll these dice as an action and record the numbers rolled. Once rolled, you can't record any other numbers in this way until the next dawn. While you have the dice on your person, you can use a reaction when you or a creature you can see within 60 feet of you makes an attack roll or ability check to add or subtract one of the recorded numbers from the attack roll or ability check's total. You can wait to use this reaction until after the creature rolls the d20, but must decide before the GM says whether the roll succeeds or fails. Each recorded number can only be used once. You lose any unused recorded numbers daily at dawn."
